36	2	1	1	1	1	1	1	1	1	1	1	1	1	`伺服器喇叭`	``	13001
37	2	1	1	1	1	1	1	1	1	1	1	1	1	`頻道喇叭`	``	13001
160	2	1	1	1	1	1	1	1	1	1	1	1	1	`冰霜幽暗密林`	``	13002
745	2	1	1	1	1	1	1	1	1	1	1	1	1	`公會名稱變更許可證`	``	13001
896	2	1	1	1	1	1	1	1	1	1	1	1	1	`封印之鎖`	``	13002
898	2	1	1	1	1	1	1	1	1	1	1	1	1	`解放的伺服器喇叭`	``	13001
1000	1	1	1	1	1	1	1	1	1	1	1	1	1	`野生草莓`	``	13001
1001	1	1	1	1	1	1	1	1	1	1	1	1	1	`烤硬的黑面包`	``	13001
1002	1	1	1	1	1	1	1	1	1	1	1	1	1	`朗姆酒`	``	13001
1003	1	1	1	1	1	1	1	1	1	1	1	1	1	`牛排`	``	13001
1004	1	1	1	1	1	1	1	1	1	1	1	1	1	`苧麻花葉`	``	13001
1005	0	1	1	1	1	1	1	1	1	1	1	1	3	`冰霜解除藥劑`	``	13001
1006	0	1	1	1	1	1	1	1	1	1	1	1	5	`加速藥劑`	``	13001
1007	0	1	1	1	1	1	1	1	1	1	1	1	5	`聖水`	``	13001
1008	0	1	1	1	1	1	1	1	1	1	1	1	2	`中毒恢復劑`	``	13001
1009	1	1	1	1	1	1	1	1	1	1	1	1	10	`解凍藥水`	``	13001
1010	1	1	1	1	1	1	1	1	1	1	1	1	10	`解毒藥水`	``	13001
1011	0	1	1	1	1	1	1	1	1	1	1	1	5	`牛頭怪的尾巴`	``	13001
1013	1	1	1	1	1	1	1	1	1	1	1	1	1	`肉幹`	``	13001
1014	0	1	1	1	1	1	1	1	1	1	1	1	8	`薩烏塔的角`	``	13001
1015	0	1	1	1	1	1	1	1	1	1	1	1	1	`哥布林塵埃`	``	13001
1016	1	1	1	1	1	1	1	1	1	1	1	1	3	`銳眼藥劑`	``	13001
1017	1	1	1	1	1	1	1	1	1	1	1	1	3	`火蜥蜴藥水`	``	13001
1018	1	1	1	1	1	1	1	1	1	1	1	1	3	`雪傑克藥水`	``	13001
1019	1	1	1	1	1	1	1	1	1	1	1	1	20	`小世界儀`	``	13001
1020	0	1	1	1	1	1	1	1	1	1	1	1	1	`火符咒`	``	13001
1021	0	1	1	1	1	1	1	1	1	1	1	1	1	`冰符咒`	``	13001
1022	0	1	1	1	1	1	1	1	1	1	1	1	1	`暗符咒`	``	13001
1023	0	1	1	1	1	1	1	1	1	1	1	1	1	`光符咒`	``	13001
1024	1	1	1	1	1	1	1	1	1	1	1	1	1	`天空之海符咒`	``	13001
1025	1	1	1	1	1	1	1	1	1	1	1	1	1	`狂龍之吼`	``	13001
1026	0	1	1	1	1	1	1	1	1	1	1	1	3	`食人魔藥劑`	``	13001
1027	1	1	1	1	1	1	1	1	1	1	1	1	18	`銳眼藥水`	``	13001
1028	1	1	1	1	1	1	1	1	1	1	1	1	18	`食人魔藥水`	``	13001
1029	1	1	1	1	1	1	1	1	1	1	1	1	3	`魔力之語藥劑`	``	13001
1030	1	1	1	1	1	1	1	1	1	1	1	1	18	`魔力之語藥水`	``	13001
1032	1	1	1	1	1	1	1	1	1	1	1	1	1	`索西雅特制的精靈啤酒`	``	13001
1047	0	1	1	1	1	1	1	1	1	1	1	1	1	`命運硬幣`	``	13001
1048	1	1	1	1	1	1	1	1	1	1	1	1	15	`天空之城泉水`	``	13001
1049	1	1	1	1	1	1	1	1	1	1	1	1	15	`天空之城露水`	``	13001
1050	0	1	1	1	1	1	1	1	1	1	1	1	1	`眩暈恢復劑`	``	13001
1051	0	1	1	1	1	1	1	1	1	1	1	1	1	`石化恢復劑`	``	13001
1052	0	1	1	1	1	1	1	1	1	1	1	1	1	`失明恢復劑`	``	13001
1053	0	1	1	1	1	1	1	1	1	1	1	1	1	`混亂恢復劑`	``	13001
1054	0	1	1	1	1	1	1	1	1	1	1	1	1	`出血恢復劑`	``	13001
1059	1	1	1	1	1	1	1	1	1	1	1	1	22	`珊瑚果凍`	``	13001
1060	1	1	1	1	1	1	1	1	1	1	1	1	22	`天帷巨獸的鱗片`	``	13001
1061	1	1	1	1	1	1	1	1	1	1	1	1	22	`睡眠貝肉`	``	13001
1062	1	1	1	1	1	1	1	1	1	1	1	1	1	`越桔`	``	13001
1063	1	1	1	1	1	1	1	1	1	1	1	1	1	`甜瓜`	``	13001
1064	1	1	1	1	1	1	1	1	1	1	1	1	1	`熟透的葡萄`	``	13001
1065	1	1	1	1	1	1	1	1	1	1	1	1	1	`魔力之花`	``	13001
1066	1	1	1	1	1	1	1	1	1	1	1	1	1	`精靈香精`	``	13001
1067	1	1	1	1	1	1	1	1	1	1	1	1	1	`魔力之水`	``	13001
1068	1	1	1	1	1	1	1	1	1	1	1	1	1	`黃金聖餐`	``	13001
1069	1	1	1	1	1	1	1	1	1	1	1	1	1	`神聖葡萄酒`	``	13001
1070	1	1	1	1	1	1	1	1	1	1	1	1	1	`藍色聖經`	``	13001
1071	1	1	1	1	1	1	1	1	1	1	1	1	1	`聖杯`	``	13001
1072	1	1	1	1	1	1	1	1	1	1	1	1	1	`邪惡藥劑`	``	13001
1073	0	1	1	1	1	1	1	1	1	1	1	1	20	`藤蔓種子`	``	13003
1074	1	1	1	1	1	1	1	1	1	1	1	1	15	`大世界儀`	``	13001
1079	1	1	1	1	1	1	1	1	1	1	1	1	1	`大塊肉幹`	``	13001
1080	1	1	1	1	1	1	1	1	1	1	1	1	1	`暗黑城特產幹酪`	``	13001
1081	1	1	1	1	1	1	1	1	1	1	1	1	1	`黑色龍舌蘭酒`	``	13001
1082	1	1	1	1	1	1	1	1	1	1	1	1	1	`暗黑傾向藥劑`	``	13001
1083	1	1	1	1	1	1	1	1	1	1	1	1	1	`剛出爐的小甜餅`	``	13001
1084	1	1	1	1	1	1	1	1	1	1	1	1	1	`妖精的氣息`	``	13001
1089	1	1	1	1	1	1	1	1	1	1	1	1	45	`突變草莓`	``	13001
1090	1	1	1	1	1	1	1	1	1	1	1	1	45	`突變苧麻花葉`	``	13001
1091	1	1	1	1	1	1	1	1	1	1	1	1	45	`濃縮的元素藥劑`	``	13001
1092	1	1	1	1	1	1	1	1	1	1	1	1	45	`躍翔藥劑`	``	13001
1094	0	1	1	1	1	1	1	1	1	1	1	1	1	`灼傷恢復劑`	``	13001
1095	1	1	1	1	1	1	1	1	1	1	1	1	0	`冷藏的羊肉`	``	13001
1096	1	1	1	1	1	1	1	1	1	1	1	1	0	`冷藏的乳袋`	``	13001
1097	1	1	1	1	1	1	1	1	1	1	1	1	0	`馬奶酒`	``	13001
1098	1	1	1	1	1	1	1	1	1	1	1	1	0	`羊奶酸乳`	``	13001
1106	1	1	1	1	1	1	1	1	1	1	1	1	1	`諾頓的新手HP藥劑`	``	13001
1107	1	1	1	1	1	1	1	1	1	1	1	1	6	`諾頓的入門HP藥劑`	``	13001
1108	1	1	1	1	1	1	1	1	1	1	1	1	16	`諾頓的普通HP藥劑`	``	13001
1109	1	1	1	1	1	1	1	1	1	1	1	1	26	`諾頓的熟練HP藥劑`	``	13001
1110	1	1	1	1	1	1	1	1	1	1	1	1	36	`諾頓的專家HP藥劑`	``	13001
1111	1	1	1	1	1	1	1	1	1	1	1	1	46	`諾頓的達人HP藥劑`	``	13001
1112	1	1	1	1	1	1	1	1	1	1	1	1	1	`羅莉安的新手MP藥劑`	``	13001
1113	1	1	1	1	1	1	1	1	1	1	1	1	6	`羅莉安的入門MP藥劑`	``	13001
1114	1	1	1	1	1	1	1	1	1	1	1	1	16	`羅莉安的普通MP藥劑`	``	13001
1115	1	1	1	1	1	1	1	1	1	1	1	1	26	`羅莉安的熟練MP藥劑`	``	13001
1116	1	1	1	1	1	1	1	1	1	1	1	1	36	`羅莉安的專家MP藥劑`	``	13001
1117	1	1	1	1	1	1	1	1	1	1	1	1	46	`羅莉安的達人MP藥劑`	``	13001
1118	2	1	1	1	1	1	1	1	1	1	1	1	1	`埃菲爾的救急藥`	``	13001
1119	2	1	1	1	1	1	1	1	1	1	1	1	1	`埃菲爾的魔力藥`	``	13001
1124	3	1	1	1	1	1	1	1	1	1	1	1	1	`聖光萬靈藥`	``	13001
1150	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手中毒恢復劑`	``	13001
1151	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般中毒恢復劑`	``	13001
1152	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家中毒恢復劑`	``	13001
1153	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手冰凍恢復劑`	``	13001
1154	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般冰凍恢復劑`	``	13001
1155	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家冰凍恢復劑`	``	13001
1156	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手眩暈恢復劑`	``	13001
1157	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般眩暈恢復劑`	``	13001
1158	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家眩暈恢復劑`	``	13001
1159	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手石化恢復劑`	``	13001
1160	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般石化恢復劑`	``	13001
1161	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家石化恢復劑`	``	13001
1162	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手失明恢復劑`	``	13001
1163	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般失明恢復劑`	``	13001
1164	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家失明恢復劑`	``	13001
1165	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手混亂恢復劑`	``	13001
1166	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般混亂恢復劑`	``	13001
1167	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家混亂恢復劑`	``	13001
1168	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手出血恢復劑`	``	13001
1169	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般出血恢復劑`	``	13001
1170	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家出血恢復藥劑`	``	13001
1171	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手疾病恢復劑`	``	13001
1172	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般疾病恢復劑`	``	13001
1173	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家疾病恢復劑`	``	13001
1174	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手精神控制恢復劑`	``	13001
1175	1	1	1	1	1	1	1	1	1	1	1	1	15	`勒格恩`	``	13001
1176	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家精神控制恢復劑`	``	13001
1177	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手沉默恢復劑`	``	13001
1178	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般沉默恢復劑`	``	13001
1179	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家沉默恢復劑`	``	13001
1180	1	1	1	1	1	1	1	1	1	1	1	1	1	`侍劍騎兵`	``	13001
1181	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般灼傷恢復劑`	``	13001
1182	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家灼傷恢復劑`	``	13001
1183	2	1	1	1	1	1	1	1	1	1	1	1	1	`異界氣息淨化書`	``	13002
1192	1	1	1	1	1	1	1	1	1	1	1	1	1	`新手睡眠恢復劑`	``	13001
1193	1	1	1	1	1	1	1	1	1	1	1	1	15	`一般睡眠恢復劑`	``	13001
1194	1	1	1	1	1	1	1	1	1	1	1	1	35	`專家睡眠恢復劑`	``	13001
1199	1	1	1	1	1	1	1	1	1	1	1	1	1	`金幣袋`	``	13001
1201	1	1	1	1	1	1	1	1	1	1	1	1	1	`增加公會經驗值的書 2`	``	13002
1202	1	1	1	1	1	1	1	1	1	1	1	1	1	`增加公會經驗值的書 3`	``	13002
1229	2	1	1	1	1	1	1	1	1	1	1	1	1	`敏捷的莫比`	``	13002
1230	2	1	1	1	1	1	1	1	1	1	1	1	1	`亞德炎`	``	13002
1233	1	1	1	1	1	1	1	1	1	1	1	1	60	`海賊的儲備糧食`	``	13001
1234	1	1	1	1	1	1	1	1	1	1	1	1	60	`皇都軍的軍用水桶`	``	13001
1235	1	1	1	1	1	1	1	1	1	1	1	1	60	`雷沃斯`	``	13001
1236	1	1	1	1	1	1	1	1	1	1	1	1	65	`極光格雷林`	``	13001
1237	1	1	1	1	1	1	1	1	1	1	1	1	65	`蝦`	``	13001
1239	1	1	1	1	1	1	1	1	1	1	1	1	60	`暗精靈的解除睡眠藥劑`	``	13001
1240	1	1	1	1	1	1	1	1	1	1	1	1	60	`冰霜奈斯`	``	13001
1241	1	1	1	1	1	1	1	1	1	1	1	1	60	`冰影阿奎利斯`	``	13001
1249	1	1	1	1	1	1	1	1	1	1	1	1	65	`神聖水晶`	``	13001
1250	1	1	1	1	1	1	1	1	1	1	1	1	65	`藍章魚`	``	13001
1251	2	1	1	1	1	1	1	1	1	1	1	1	1	`精制的裝備合成器`	``	13002
1252	2	1	1	1	1	1	1	1	1	1	1	1	1	`神聖的裝備合成器`	``	13002
1284	2	1	1	1	1	1	1	1	1	1	1	1	1	`變異的扭轉書`	``	13002
1285	2	1	1	1	1	1	1	1	1	1	1	1	39	`變異的扭轉書  設計圖`	``	31305
1286	2	1	1	1	1	1	1	1	1	1	1	1	1	`純淨的增幅書`	``	13002
1287	2	1	1	1	1	1	1	1	1	1	1	1	39	`純淨的增幅書  設計圖`	``	31305
1297	1	1	1	1	1	1	1	1	1	1	1	1	1	`阿麗西婭‧普羅斯克`	``	13001
1298	1	1	1	1	1	1	1	1	1	1	1	1	1	`白金的世界`	``	13001
2050	1	1	1	1	1	1	1	1	1	1	1	1	1	`紅色徽章`	``	30001
2051	1	1	1	1	1	1	1	1	1	1	1	1	1	`黃色徽章`	``	30002
2052	1	1	1	1	1	1	1	1	1	1	1	1	1	`綠色徽章`	``	30003
2053	1	1	1	1	1	1	1	1	1	1	1	1	1	`藍色徽章`	``	30004
2054	1	1	1	1	1	1	1	1	1	1	1	1	1	`白金徽章`	``	30005
2055	1	1	1	1	1	1	1	1	1	1	1	1	1	`紅黃徽章`	``	30103
